List,Name,ID,Feature Type
TAM-BDM MHC,CXCL8,ENSG00000169429,Gene Expression
TAM-BDM MHC,GPR183,ENSG00000169508,Gene Expression
TAM-BDM MHC,SELENOP,ENSG00000250722,Gene Expression
TAM-BDM MHC,C1QC,ENSG00000159189,Gene Expression
TAM-BDM MHC,MS4A7,ENSG00000166927,Gene Expression
TAM-BDM MHC,TYMP,ENSG00000025708,Gene Expression
TAM-BDM MHC,AIF1,ENSG00000204472,Gene Expression
TAM-BDM MHC,PSAP,ENSG00000197746,Gene Expression
TAM-BDM MHC,CALHM6,ENSG00000188820,Gene Expression
TAM-BDM MHC,CTSS,ENSG00000163131,Gene Expression
TAM-BDM MHC,CYBA,ENSG00000051523,Gene Expression
TAM-BDM MHC,CST3,ENSG00000101439,Gene Expression
TAM-BDM MHC,CD14,ENSG00000170458,Gene Expression
TAM-BDM MHC,LST1,ENSG00000204482,Gene Expression
TAM-BDM MHC,C1orf162,ENSG00000143110,Gene Expression
TAM-BDM MHC,CD68,ENSG00000129226,Gene Expression
TAM-BDM MHC,RGS1,ENSG00000090104,Gene Expression
TAM-BDM MHC,S100A11,ENSG00000163191,Gene Expression
TAM-BDM MHC,FCER1G,ENSG00000158869,Gene Expression
TAM-BDM MHC,CXCR4,ENSG00000121966,Gene Expression
TAM-BDM MHC,DUSP1,ENSG00000120129,Gene Expression
TAM-BDM MHC,NFKBIA,ENSG00000100906,Gene Expression
TAM-BDM MHC,FXYD5,ENSG00000089327,Gene Expression
TAM-BDM INF,C1QA,ENSG00000173372,Gene Expression
TAM-BDM INF,CD14,ENSG00000170458,Gene Expression
TAM-BDM INF,C1QB,ENSG00000173369,Gene Expression
TAM-BDM INF,HLA-DRB1,ENSG00000196126,Gene Expression
TAM-BDM INF,HLA-DRB5,ENSG00000198502,Gene Expression
TAM-BDM INF,C1QC,ENSG00000159189,Gene Expression
TAM-BDM INF,IFI27,ENSG00000165949,Gene Expression
TAM-BDM INF,HLA-DPA1,ENSG00000231389,Gene Expression
TAM-BDM INF,APOE,ENSG00000130203,Gene Expression
TAM-BDM INF,TYROBP,ENSG00000011600,Gene Expression
TAM-BDM INF,CD74,ENSG00000019582,Gene Expression
TAM-BDM INF,HLA-DQB1,ENSG00000179344,Gene Expression
TAM-BDM INF,HLA-DRA,ENSG00000204287,Gene Expression
TAM-BDM INF,IER3,ENSG00000137331,Gene Expression
TAM-BDM INF,MS4A6A,ENSG00000110077,Gene Expression
TAM-BDM INF,IFI6,ENSG00000126709,Gene Expression
TAM-BDM INF,FCER1G,ENSG00000158869,Gene Expression
TAM-BDM INF,HLA-DQA1,ENSG00000196735,Gene Expression
TAM-BDM INF,HLA-DPB1,ENSG00000223865,Gene Expression
TAM-BDM INF,TMEM176B,ENSG00000106565,Gene Expression
TAM-BDM INF,PSAP,ENSG00000197746,Gene Expression
TAM-BDM INF,FCGR3A,ENSG00000203747,Gene Expression
TAM-BDM INF,C3,ENSG00000125730,Gene Expression
TAM-BDM INF,AIF1,ENSG00000204472,Gene Expression
TAM-BDM INF,GRN,ENSG00000030582,Gene Expression
TAM-BDM INF,IFITM3,ENSG00000142089,Gene Expression
TAM-BDM INF,CCL2,ENSG00000108691,Gene Expression
TAM-BDM INF,CYBA,ENSG00000051523,Gene Expression
TAM-BDM INF,FCGBP,ENSG00000275395,Gene Expression
TAM-BDM INF,FOLR2,ENSG00000165457,Gene Expression
TAM-BDM INF,LYZ,ENSG00000090382,Gene Expression
TAM-BDM INF,NPC2,ENSG00000119655,Gene Expression
TAM-BDM INF,CCL3,ENSG00000277632,Gene Expression
TAM-BDM INF,CD68,ENSG00000129226,Gene Expression
TAM-BDM INF,FCGR1A,ENSG00000150337,Gene Expression
TAM-BDM INF,FCGRT,ENSG00000104870,Gene Expression
TAM-BDM INF,HLA-DMA,ENSG00000204257,Gene Expression
TAM-BDM INF,ISG15,ENSG00000187608,Gene Expression
TAM-BDM INF,CCL3L3,ENSG00000276085,Gene Expression
TAM-BDM INF,MS4A7,ENSG00000166927,Gene Expression
TAM-BDM INF,S100A11,ENSG00000163191,Gene Expression
TAM-BDM INF,CTSS,ENSG00000163131,Gene Expression
TAM-BDM INF,VSIG4,ENSG00000155659,Gene Expression
TAM-BDM INF,HAMP,ENSG00000105697,Gene Expression
TAM-BDM INF,BST2,ENSG00000130303,Gene Expression
TAM-BDM INF,CCL4L2,ENSG00000276070,Gene Expression
TAM-BDM INF,LY6E,ENSG00000160932,Gene Expression
TAM-BDM INF,HLA-DMB,ENSG00000242574,Gene Expression
TAM-BDM INF,TREM2,ENSG00000095970,Gene Expression
TAM-BDM anti-infl,APOC1,ENSG00000130208,Gene Expression
TAM-BDM anti-infl,C1QC,ENSG00000159189,Gene Expression
TAM-BDM anti-infl,C1QB,ENSG00000173369,Gene Expression
TAM-BDM anti-infl,CD74,ENSG00000019582,Gene Expression
TAM-BDM anti-infl,C1QA,ENSG00000173372,Gene Expression
TAM-BDM anti-infl,FCGBP,ENSG00000275395,Gene Expression
TAM-BDM anti-infl,SAT1,ENSG00000130066,Gene Expression
TAM-BDM anti-infl,CTSB,ENSG00000164733,Gene Expression
TAM-BDM anti-infl,APOE,ENSG00000130203,Gene Expression
TAM-BDM anti-infl,SPP1,ENSG00000118785,Gene Expression
TAM-BDM anti-infl,RGS1,ENSG00000090104,Gene Expression
TAM-BDM anti-infl,NPC2,ENSG00000119655,Gene Expression
TAM-BDM anti-infl,HLA-DRA,ENSG00000204287,Gene Expression
TAM-BDM anti-infl,FTL,ENSG00000087086,Gene Expression
TAM-BDM anti-infl,TYROBP,ENSG00000011600,Gene Expression
TAM-BDM anti-infl,FCER1G,ENSG00000158869,Gene Expression
TAM-BDM anti-infl,CD163,ENSG00000177575,Gene Expression
TAM-BDM anti-infl,RHOB,ENSG00000143878,Gene Expression
TAM-BDM anti-infl,HLA-DPB1,ENSG00000223865,Gene Expression
TAM-BDM anti-infl,SRGN,ENSG00000122862,Gene Expression
TAM-BDM anti-infl,SGK1,ENSG00000118515,Gene Expression
TAM-BDM anti-infl,CCL4L2,ENSG00000276070,Gene Expression
TAM-BDM anti-infl,HLA-DRB5,ENSG00000198502,Gene Expression
TAM-BDM anti-infl,HMOX1,ENSG00000100292,Gene Expression
TAM-BDM anti-infl,VSIG4,ENSG00000155659,Gene Expression
TAM-BDM anti-infl,HLA-DPA1,ENSG00000231389,Gene Expression
TAM-BDM anti-infl,CCL3,ENSG00000277632,Gene Expression
TAM-BDM anti-infl,FCGR3A,ENSG00000203747,Gene Expression
TAM-BDM anti-infl,CD14,ENSG00000170458,Gene Expression
TAM-BDM anti-infl,AIF1,ENSG00000204472,Gene Expression
TAM-BDM anti-infl,C3,ENSG00000125730,Gene Expression
TAM-BDM anti-infl,MS4A7,ENSG00000166927,Gene Expression
TAM-BDM anti-infl,HLA-DRB1,ENSG00000196126,Gene Expression
TAM-BDM anti-infl,PLTP,ENSG00000100979,Gene Expression
TAM-BDM anti-infl,KLF4,ENSG00000136826,Gene Expression
TAM-BDM anti-infl,MS4A6A,ENSG00000110077,Gene Expression
TAM-BDM anti-infl,TREM2,ENSG00000095970,Gene Expression
TAM-BDM anti-infl,GPR183,ENSG00000169508,Gene Expression
TAM-BDM anti-infl,DUSP1,ENSG00000120129,Gene Expression
TAM-BDM anti-infl,RNASET2,ENSG00000026297,Gene Expression
TAM-BDM anti-infl,ALOX5AP,ENSG00000132965,Gene Expression
TAM-BDM anti-infl,SLC11A1,ENSG00000018280,Gene Expression
TAM-BDM anti-infl,MAFB,ENSG00000204103,Gene Expression
TAM-BDM anti-infl,PLAUR,ENSG00000011422,Gene Expression
TAM-BDM anti-infl,LAPTM5,ENSG00000162511,Gene Expression
TAM-BDM anti-infl,PSAP,ENSG00000197746,Gene Expression
TAM-BDM anti-infl,OLR1,ENSG00000173391,Gene Expression
TAM-BDM anti-infl,HAMP,ENSG00000105697,Gene Expression
TAM-BDM anti-infl,FOS,ENSG00000170345,Gene Expression
TAM-MG aging sig,SPP1,ENSG00000118785,Gene Expression
TAM-MG aging sig,C1QB,ENSG00000173369,Gene Expression
TAM-MG aging sig,HAMP,ENSG00000105697,Gene Expression
TAM-MG aging sig,C1QA,ENSG00000173372,Gene Expression
TAM-MG aging sig,C1QC,ENSG00000159189,Gene Expression
TAM-MG aging sig,C3,ENSG00000125730,Gene Expression
TAM-MG aging sig,RNASET2,ENSG00000026297,Gene Expression
TAM-MG aging sig,APOC1,ENSG00000130208,Gene Expression
TAM-MG aging sig,AIF1,ENSG00000204472,Gene Expression
TAM-MG aging sig,TREM2,ENSG00000095970,Gene Expression
TAM-MG aging sig,APOE,ENSG00000130203,Gene Expression
TAM-MG aging sig,TMIGD3,ENSG00000121933,Gene Expression
TAM-MG aging sig,CX3CR1,ENSG00000168329,Gene Expression
TAM-MG aging sig,GPR34,ENSG00000171659,Gene Expression
TAM-MG aging sig,CD14,ENSG00000170458,Gene Expression
TAM-MG aging sig,VSIG4,ENSG00000155659,Gene Expression
TAM-MG aging sig,A2M,ENSG00000175899,Gene Expression
TAM-MG aging sig,NPC2,ENSG00000119655,Gene Expression
TAM-MG aging sig,FCGR1A,ENSG00000150337,Gene Expression
TAM-MG aging sig,CD74,ENSG00000019582,Gene Expression
TAM-MG aging sig,FCER1G,ENSG00000158869,Gene Expression
TAM-MG aging sig,CYBA,ENSG00000051523,Gene Expression
TAM-MG aging sig,CSF1R,ENSG00000182578,Gene Expression
TAM-MG aging sig,TYROBP,ENSG00000011600,Gene Expression
TAM-MG aging sig,IFNGR1,ENSG00000027697,Gene Expression
TAM-MG aging sig,SCIN,ENSG00000006747,Gene Expression
TAM-MG aging sig,MS4A6A,ENSG00000110077,Gene Expression
TAM-MG aging sig,ALOX5AP,ENSG00000132965,Gene Expression
TAM-MG aging sig,FCGBP,ENSG00000275395,Gene Expression
TAM-MG aging sig,MEF2C,ENSG00000081189,Gene Expression
TAM-MG aging sig,HLA-DRA,ENSG00000204287,Gene Expression
TAM-MG aging sig,BIN1,ENSG00000136717,Gene Expression
TAM-MG aging sig,LST1,ENSG00000204482,Gene Expression
TAM-MG aging sig,HLA-DMB,ENSG00000242574,Gene Expression
TAM-MG aging sig,RGS10,ENSG00000148908,Gene Expression
TAM-MG aging sig,RGS1,ENSG00000090104,Gene Expression
TAM-MG aging sig,CYFIP1,ENSG00000273749,Gene Expression
TAM-MG aging sig,FPR1,ENSG00000171051,Gene Expression
TAM-MG aging sig,SORL1,ENSG00000137642,Gene Expression
TAM-MG aging sig,S100A11,ENSG00000163191,Gene Expression
TAM-MG aging sig,OLFML3,ENSG00000116774,Gene Expression
TAM-MG aging sig,APOC2,ENSG00000234906,Gene Expression
TAM-MG aging sig,HLA-DMA,ENSG00000204257,Gene Expression
TAM-MG aging sig,IGSF6,ENSG00000140749,Gene Expression
TAM-MG aging sig,LILRB4,ENSG00000186818,Gene Expression
TAM-MG aging sig,LY96,ENSG00000154589,Gene Expression
TAM-MG aging sig,FCGR3A,ENSG00000203747,Gene Expression
TAM-MG aging sig,TMSB4X,ENSG00000205542,Gene Expression
TAM-MG aging sig,PLD4,ENSG00000166428,Gene Expression
TAM-MG pro-infl I,APOE,ENSG00000130203,Gene Expression
TAM-MG pro-infl I,APOC1,ENSG00000130208,Gene Expression
TAM-MG pro-infl I,SPP1,ENSG00000118785,Gene Expression
TAM-MG pro-infl I,IFI27,ENSG00000165949,Gene Expression
TAM-MG pro-infl I,C1QB,ENSG00000173369,Gene Expression
TAM-MG pro-infl I,TREM2,ENSG00000095970,Gene Expression
TAM-MG pro-infl I,GPR34,ENSG00000171659,Gene Expression
TAM-MG pro-infl I,CD74,ENSG00000019582,Gene Expression
TAM-MG pro-infl I,HLA-DPA1,ENSG00000231389,Gene Expression
TAM-MG pro-infl I,CCL3,ENSG00000277632,Gene Expression
TAM-MG pro-infl I,C1QC,ENSG00000159189,Gene Expression
TAM-MG pro-infl I,RGS1,ENSG00000090104,Gene Expression
TAM-MG pro-infl I,HLA-DRB1,ENSG00000196126,Gene Expression
TAM-MG pro-infl I,CH25H,ENSG00000138135,Gene Expression
TAM-MG pro-infl I,HLA-DRA,ENSG00000204287,Gene Expression
TAM-MG pro-infl I,C1QA,ENSG00000173372,Gene Expression
TAM-MG pro-infl I,RNASET2,ENSG00000026297,Gene Expression
TAM-MG pro-infl I,HLA-DPB1,ENSG00000223865,Gene Expression
TAM-MG pro-infl I,TYROBP,ENSG00000011600,Gene Expression
TAM-MG pro-infl I,CCL4L2,ENSG00000276070,Gene Expression
TAM-MG pro-infl I,CEBPD,ENSG00000221869,Gene Expression
TAM-MG pro-infl I,IFI44L,ENSG00000137959,Gene Expression
TAM-MG pro-infl I,NPC2,ENSG00000119655,Gene Expression
TAM-MG pro-infl I,FTL,ENSG00000087086,Gene Expression
TAM-MG pro-infl I,CD14,ENSG00000170458,Gene Expression
TAM-MG pro-infl I,FCER1G,ENSG00000158869,Gene Expression
TAM-MG pro-infl I,DUSP1,ENSG00000120129,Gene Expression
TAM-MG pro-infl I,HLA-DQB1,ENSG00000179344,Gene Expression
TAM-MG pro-infl I,HLA-DMA,ENSG00000204257,Gene Expression
TAM-MG pro-infl I,SGK1,ENSG00000118515,Gene Expression
TAM-MG pro-infl I,CD68,ENSG00000129226,Gene Expression
TAM-MG pro-infl I,C3,ENSG00000125730,Gene Expression
TAM-MG pro-infl I,VSIG4,ENSG00000155659,Gene Expression
TAM-MG pro-infl I,FCGR3A,ENSG00000203747,Gene Expression
TAM-MG pro-infl I,CCL3L3,ENSG00000276085,Gene Expression
TAM-MG pro-infl I,MS4A7,ENSG00000166927,Gene Expression
TAM-MG pro-infl I,CCL4,ENSG00000275302,Gene Expression
TAM-MG pro-infl I,PSAP,ENSG00000197746,Gene Expression
TAM-MG pro-infl I,FCGR1A,ENSG00000150337,Gene Expression
TAM-MG pro-infl I,AIF1,ENSG00000204472,Gene Expression
TAM-MG pro-infl I,SAT1,ENSG00000130066,Gene Expression
TAM-MG pro-infl I,MAFB,ENSG00000204103,Gene Expression
TAM-MG pro-infl I,HLA-DQA1,ENSG00000196735,Gene Expression
TAM-MG pro-infl I,MS4A6A,ENSG00000110077,Gene Expression
TAM-MG pro-infl I,LILRB4,ENSG00000186818,Gene Expression
TAM-MG pro-infl I,HLA-DMB,ENSG00000242574,Gene Expression
TAM-MG pro-infl I,OLFML3,ENSG00000116774,Gene Expression
TAM-MG pro-infl I,PLD4,ENSG00000166428,Gene Expression
TAM-MG pro-infl I,CYBA,ENSG00000051523,Gene Expression
TAM-MG pro-infl I,LY86,ENSG00000112799,Gene Expression
TAM-MG pro-infl II,CCL3L3,ENSG00000276085,Gene Expression
TAM-MG pro-infl II,CCL3,ENSG00000277632,Gene Expression
TAM-MG pro-infl II,CCL4,ENSG00000275302,Gene Expression
TAM-MG pro-infl II,CCL4L2,ENSG00000276070,Gene Expression
TAM-MG pro-infl II,IL1B,ENSG00000125538,Gene Expression
TAM-MG pro-infl II,CD83,ENSG00000112149,Gene Expression
TAM-MG pro-infl II,CH25H,ENSG00000138135,Gene Expression
TAM-MG pro-infl II,NR4A1,ENSG00000123358,Gene Expression
TAM-MG pro-infl II,KLF2,ENSG00000127528,Gene Expression
TAM-MG pro-infl II,KLF6,ENSG00000067082,Gene Expression
TAM-MG pro-infl II,CCL2,ENSG00000108691,Gene Expression
TAM-MG pro-infl II,DUSP1,ENSG00000120129,Gene Expression
TAM-MG pro-infl II,ATF3,ENSG00000162772,Gene Expression
TAM-MG pro-infl II,IER3,ENSG00000137331,Gene Expression
TAM-MG pro-infl II,PPP1R15A,ENSG00000087074,Gene Expression
TAM-MG pro-infl II,NR4A2,ENSG00000153234,Gene Expression
TAM-MG pro-infl II,HSPA1A,ENSG00000204389,Gene Expression
TAM-MG pro-infl II,REL,ENSG00000162924,Gene Expression
TAM-MG pro-infl II,NFKBIA,ENSG00000100906,Gene Expression
TAM-MG pro-infl II,HSP90AA1,ENSG00000080824,Gene Expression
TAM-MG pro-infl II,OLR1,ENSG00000173391,Gene Expression
TAM-MG pro-infl II,CXCL8,ENSG00000169429,Gene Expression
TAM-MG pro-infl II,RGCC,ENSG00000102760,Gene Expression
TAM-MG pro-infl II,BAG3,ENSG00000151929,Gene Expression
TAM-MG pro-infl II,FOS,ENSG00000170345,Gene Expression
TAM-MG pro-infl II,DNAJB1,ENSG00000132002,Gene Expression
TAM-MG pro-infl II,HSPH1,ENSG00000120694,Gene Expression
TAM-MG pro-infl II,G0S2,ENSG00000123689,Gene Expression
TAM-MG pro-infl II,HSPA6,ENSG00000173110,Gene Expression
TAM-MG pro-infl II,PLAUR,ENSG00000011422,Gene Expression
TAM-MG pro-infl II,JUN,ENSG00000177606,Gene Expression
TAM-MG pro-infl II,RASGEF1B,ENSG00000138670,Gene Expression
TAM-MG pro-infl II,FOSB,ENSG00000125740,Gene Expression
TAM-MG pro-infl II,PHACTR1,ENSG00000112137,Gene Expression
TAM-MG pro-infl II,RGS16,ENSG00000143333,Gene Expression
TAM-MG pro-infl II,SRGN,ENSG00000122862,Gene Expression
TAM-MG pro-infl II,BHLHE41,ENSG00000123095,Gene Expression
TAM-MG pro-infl II,RGS1,ENSG00000090104,Gene Expression
TAM-MG pro-infl II,SGK1,ENSG00000118515,Gene Expression
TAM-MG pro-infl II,HSPB1,ENSG00000106211,Gene Expression
TAM-MG pro-infl II,NR4A3,ENSG00000119508,Gene Expression
TAM-MG pro-infl II,SAT1,ENSG00000130066,Gene Expression
TAM-MG pro-infl II,LGMN,ENSG00000100600,Gene Expression
TAM-MG pro-infl II,PLEK,ENSG00000115956,Gene Expression
TAM-MG pro-infl II,KLF4,ENSG00000136826,Gene Expression
TAM-MG pro-infl II,MS4A7,ENSG00000166927,Gene Expression
TAM-MG pro-infl II,HSPD1,ENSG00000144381,Gene Expression
TAM-MG pro-infl II,ZFP36,ENSG00000128016,Gene Expression
TAM-MG pro-infl II,RHOB,ENSG00000143878,Gene Expression
TAM-MG pro-infl II,TREM2,ENSG00000095970,Gene Expression
TAM-MG prolif,SPP1,ENSG00000118785,Gene Expression
TAM-MG prolif,HBB,ENSG00000244734,Gene Expression
TAM-MG prolif,IFI27,ENSG00000165949,Gene Expression
TAM-MG prolif,S100A8,ENSG00000143546,Gene Expression
TAM-MG prolif,HBA2,ENSG00000188536,Gene Expression
TAM-MG prolif,S100A9,ENSG00000163220,Gene Expression
TAM-MG prolif,FTL,ENSG00000087086,Gene Expression
TAM-MG prolif,AIF1,ENSG00000204472,Gene Expression
TAM-MG prolif,S100A11,ENSG00000163191,Gene Expression
TAM-MG prolif,TMIGD3,ENSG00000121933,Gene Expression
TAM-MG prolif,FCER1G,ENSG00000158869,Gene Expression
TAM-MG prolif,HAMP,ENSG00000105697,Gene Expression
TAM-MG prolif,APOC1,ENSG00000130208,Gene Expression
TAM-MG prolif,C1QB,ENSG00000173369,Gene Expression
TAM-MG prolif,CTSL,ENSG00000135047,Gene Expression
TAM-MG prolif,CSTB,ENSG00000160213,Gene Expression
TAM-MG prolif,ALOX5AP,ENSG00000132965,Gene Expression
TAM-MG prolif,TMSB4X,ENSG00000205542,Gene Expression
TAM-MG prolif,C1QC,ENSG00000159189,Gene Expression
TAM-MG prolif,VSIG4,ENSG00000155659,Gene Expression
TAM-MG prolif,C1QA,ENSG00000173372,Gene Expression
TAM-MG prolif,LGALS1,ENSG00000100097,Gene Expression
TAM-MG prolif,TUBA1B,ENSG00000123416,Gene Expression
TAM-MG prolif,CAPG,ENSG00000042493,Gene Expression
TAM-MG prolif,IFITM3,ENSG00000142089,Gene Expression
TAM-MG prolif,VAMP8,ENSG00000118640,Gene Expression
TAM-MG prolif,NUPR1,ENSG00000176046,Gene Expression
TAM-MG prolif,FCGR3A,ENSG00000203747,Gene Expression
TAM-MG prolif,CD14,ENSG00000170458,Gene Expression
TAM-MG prolif,FTH1,ENSG00000167996,Gene Expression
TAM-MG prolif,TYROBP,ENSG00000011600,Gene Expression
TAM-MG prolif,LAPTM5,ENSG00000162511,Gene Expression
TAM-MG prolif,RNASET2,ENSG00000026297,Gene Expression
TAM-MG prolif,APOE,ENSG00000130203,Gene Expression
TAM-MG prolif,TREM2,ENSG00000095970,Gene Expression
TAM-MG prolif,CHCHD7,ENSG00000170791,Gene Expression
TAM-MG prolif,SPI1,ENSG00000066336,Gene Expression
TAM-MG prolif,CD68,ENSG00000129226,Gene Expression
TAM-MG prolif,NPC2,ENSG00000119655,Gene Expression
TAM-MG prolif,APOC2,ENSG00000234906,Gene Expression
TAM-MG prolif,TYMP,ENSG00000025708,Gene Expression
TAM-MG prolif,SCIN,ENSG00000006747,Gene Expression
TAM-MG prolif,COTL1,ENSG00000103187,Gene Expression
TAM-MG prolif,C1orf162,ENSG00000143110,Gene Expression
TAM-MG prolif,GLRX,ENSG00000173221,Gene Expression
TAM-MG prolif,SERPINA1,ENSG00000197249,Gene Expression
TAM-MG prolif,LY96,ENSG00000154589,Gene Expression
TAM-MG prolif,LST1,ENSG00000204482,Gene Expression
TAM-MG prolif,FPR1,ENSG00000171051,Gene Expression
cDC1,HLA-DQA1,ENSG00000196735,Gene Expression
cDC1,HLA-DPB1,ENSG00000223865,Gene Expression
cDC1,HLA-DRB1,ENSG00000196126,Gene Expression
cDC1,HLA-DPA1,ENSG00000231389,Gene Expression
cDC1,HLA-DQB1,ENSG00000179344,Gene Expression
cDC1,CPVL,ENSG00000106066,Gene Expression
cDC1,HLA-DRA,ENSG00000204287,Gene Expression
cDC1,CST3,ENSG00000101439,Gene Expression
cDC1,FGL2,ENSG00000127951,Gene Expression
cDC1,CD74,ENSG00000019582,Gene Expression
cDC1,LYZ,ENSG00000090382,Gene Expression
cDC1,LGALS2,ENSG00000100079,Gene Expression
cDC1,IDO1,ENSG00000131203,Gene Expression
cDC1,LSP1,ENSG00000130592,Gene Expression
cDC1,IRF8,ENSG00000140968,Gene Expression
cDC1,CLEC9A,ENSG00000197992,Gene Expression
cDC1,BASP1,ENSG00000176788,Gene Expression
cDC1,VMO1,ENSG00000182853,Gene Expression
cDC1,BIRC3,ENSG00000023445,Gene Expression
cDC1,C1orf54,ENSG00000118292,Gene Expression
cDC1,CTSZ,ENSG00000101160,Gene Expression
cDC1,WDFY4,ENSG00000128815,Gene Expression
cDC1,S100A10,ENSG00000197747,Gene Expression
cDC1,RGCC,ENSG00000102760,Gene Expression
cDC1,HLA-DMA,ENSG00000204257,Gene Expression
cDC1,DNASE1L3,ENSG00000163687,Gene Expression
cDC1,C1orf162,ENSG00000143110,Gene Expression
cDC1,LCP1,ENSG00000136167,Gene Expression
cDC1,CCND1,ENSG00000110092,Gene Expression
cDC1,LAMP3,ENSG00000078081,Gene Expression
cDC1,MPEG1,ENSG00000197629,Gene Expression
cDC1,UCP2,ENSG00000175567,Gene Expression
cDC1,RGS10,ENSG00000148908,Gene Expression
cDC1,DAPP1,ENSG00000070190,Gene Expression
cDC1,SERPINF1,ENSG00000132386,Gene Expression
cDC1,COTL1,ENSG00000103187,Gene Expression
cDC1,SERPINB1,ENSG00000021355,Gene Expression
cDC1,SAMHD1,ENSG00000101347,Gene Expression
cDC1,NABP1,ENSG00000173559,Gene Expression
cDC1,CLNK,ENSG00000109684,Gene Expression
cDC1,SHTN1,ENSG00000187164,Gene Expression
cDC1,SPI1,ENSG00000066336,Gene Expression
cDC1,SPINT2,ENSG00000167642,Gene Expression
cDC1,MT-CO1,ENSG00000198804,Gene Expression
cDC1,NET1,ENSG00000173848,Gene Expression
cDC1,MT-ATP6,ENSG00000198899,Gene Expression
cDC1,HLA-B,ENSG00000234745,Gene Expression
cDC1,RNASE6,ENSG00000169413,Gene Expression
cDC1,SLAMF7,ENSG00000026751,Gene Expression
cDC1,EFHD2,ENSG00000142634,Gene Expression
cDC2,HLA-DQA1,ENSG00000196735,Gene Expression
cDC2,HLA-DPB1,ENSG00000223865,Gene Expression
cDC2,FCER1A,ENSG00000179639,Gene Expression
cDC2,HLA-DRA,ENSG00000204287,Gene Expression
cDC2,HLA-DRB1,ENSG00000196126,Gene Expression
cDC2,AREG,ENSG00000109321,Gene Expression
cDC2,HLA-DQB1,ENSG00000179344,Gene Expression
cDC2,HLA-DPA1,ENSG00000231389,Gene Expression
cDC2,LYZ,ENSG00000090382,Gene Expression
cDC2,C15orf48,ENSG00000166920,Gene Expression
cDC2,CD74,ENSG00000019582,Gene Expression
cDC2,GPR183,ENSG00000169508,Gene Expression
cDC2,MS4A6A,ENSG00000110077,Gene Expression
cDC2,C1orf162,ENSG00000143110,Gene Expression
cDC2,LST1,ENSG00000204482,Gene Expression
cDC2,HLA-DMA,ENSG00000204257,Gene Expression
cDC2,CLEC10A,ENSG00000132514,Gene Expression
cDC2,HERPUD1,ENSG00000051108,Gene Expression
cDC2,COTL1,ENSG00000103187,Gene Expression
cDC2,JAML,ENSG00000160593,Gene Expression
cDC2,MNDA,ENSG00000163563,Gene Expression
cDC2,RGS2,ENSG00000116741,Gene Expression
cDC2,FCGR2B,ENSG00000072694,Gene Expression
cDC2,CTSH,ENSG00000103811,Gene Expression
cDC2,PLAC8,ENSG00000145287,Gene Expression
cDC2,S100A4,ENSG00000196154,Gene Expression
cDC2,PKIB,ENSG00000135549,Gene Expression
cDC2,LSP1,ENSG00000130592,Gene Expression
cDC2,HLA-DRB5,ENSG00000198502,Gene Expression
cDC2,CD1C,ENSG00000158481,Gene Expression
cDC2,HLA-DQA2,ENSG00000237541,Gene Expression
cDC2,RNASE6,ENSG00000169413,Gene Expression
cDC2,SRGN,ENSG00000122862,Gene Expression
cDC2,FGL2,ENSG00000127951,Gene Expression
cDC2,SPINT2,ENSG00000167642,Gene Expression
cDC2,CXCR4,ENSG00000121966,Gene Expression
cDC2,CYBA,ENSG00000051523,Gene Expression
cDC2,HLA-DMB,ENSG00000242574,Gene Expression
cDC2,SAMHD1,ENSG00000101347,Gene Expression
cDC2,RGS1,ENSG00000090104,Gene Expression
cDC2,AIF1,ENSG00000204472,Gene Expression
cDC2,TYMP,ENSG00000025708,Gene Expression
cDC2,TYROBP,ENSG00000011600,Gene Expression
cDC2,LITAF,ENSG00000189067,Gene Expression
cDC2,IFITM2,ENSG00000185201,Gene Expression
cDC2,SPI1,ENSG00000066336,Gene Expression
cDC2,CST3,ENSG00000101439,Gene Expression
cDC2,CEBPD,ENSG00000221869,Gene Expression
cDC2,VAMP8,ENSG00000118640,Gene Expression
DC1,HLA-DPB1,ENSG00000223865,Gene Expression
DC1,HLA-DPA1,ENSG00000231389,Gene Expression
DC1,HLA-DQA1,ENSG00000196735,Gene Expression
DC1,HLA-DQB1,ENSG00000179344,Gene Expression
DC1,CPVL,ENSG00000106066,Gene Expression
DC1,HLA-DRB1,ENSG00000196126,Gene Expression
DC1,HLA-DRA,ENSG00000204287,Gene Expression
DC1,CST3,ENSG00000101439,Gene Expression
DC1,CD74,ENSG00000019582,Gene Expression
DC1,HLA-DRB5,ENSG00000198502,Gene Expression
DC1,LSP1,ENSG00000130592,Gene Expression
DC1,LGALS2,ENSG00000100079,Gene Expression
DC1,IRF8,ENSG00000140968,Gene Expression
DC1,C1orf54,ENSG00000118292,Gene Expression
DC1,LYZ,ENSG00000090382,Gene Expression
DC1,CLEC9A,ENSG00000197992,Gene Expression
DC1,DNASE1L3,ENSG00000163687,Gene Expression
DC1,TMSB4X,ENSG00000205542,Gene Expression
DC1,HLA-DQA2,ENSG00000237541,Gene Expression
DC1,RGCC,ENSG00000102760,Gene Expression
DC1,IDO1,ENSG00000131203,Gene Expression
DC1,C1orf162,ENSG00000143110,Gene Expression
DC1,UCP2,ENSG00000175567,Gene Expression
DC1,RGS10,ENSG00000148908,Gene Expression
DC1,S100A10,ENSG00000197747,Gene Expression
DC1,FGL2,ENSG00000127951,Gene Expression
